converter-plum-1	0.080	0.920	0.198	0.045	-	fail outside 0.080 > 0.05	[]	-	-
converter-plum-2	0.128	0.903	0.197	0.020	-	fail outside 0.128 > 0.05	[]	-	-
converter-plum-3	0.071	0.923	0.193	0.020	-	fail outside 0.071 > 0.05	[]	-	-
converter-plum-4	0.035	0.904	0.175	0.028	6	pass	["Give the broad plum surfaces richer glaze pooling, chips and sharper reflected highlights; the soft mottling leaves the ceramic feeling indistinct.","Resolve the central brass fitting with a clear rim, fasteners and rubbed edges so it reads as purposeful machinery.","Vary the orange seat rims with dark inner lips and worn highlights to make the openings feel deep and tangible.","Strengthen the base with a distinct compressed rubber edge and contact shadow to give the housing more weight."]	ba29479f8edbe006	false
converter-plum-5	0.237	0.923	0.140	0.045	-	fail outside 0.237 > 0.05	[]	-	-
converter-plum-6	0.201	0.939	0.196	0.000	-	fail outside 0.201 > 0.05	[]	-	-
converter-plum-7	0.073	0.931	0.175	0.020	-	fail outside 0.073 > 0.05	[]	-	-
converter-plum-8	0.189	0.920	0.138	0.045	-	fail outside 0.189 > 0.05	[]	-	-
converter-plum-9	0.055	0.938	0.191	0.028	-	fail outside 0.055 > 0.05	[]	-	-
converter-plum-10	0.055	0.957	0.169	0.000	-	fail outside 0.055 > 0.05	[]	-	-
converter-plum-11	0.029	0.904	0.161	0.000	6	pass	["Give the broad plum surfaces richer glaze variation, pooled darks and selective sharp highlights; they currently feel softly shaded rather than fired ceramic.","Develop the central brass inset with distinct edges, tarnish and crafted fittings so it reads as purposeful machinery.","Differentiate the orange seat rims and dark base with clearer material textures, contact shadows and localized wear.","Add a few crisp, characterful construction details to reward close inspection and break up the repeated smooth bevels."]	83ea49d16ca04dc9	false
converter-plum-12	0.096	0.928	0.215	0.020	-	fail outside 0.096 > 0.05	[]	-	-
